cif_file,atom_index,element,coordination_number
2023[Zn][hmc]3[ASR]1.cif,23,Zn,3
2023[Zn][hmc]3[ASR]1.cif,24,Zn,3
2023[Zn][hmc]3[ASR]1.cif,25,Zn,3
2023[Zn][hmc]3[ASR]1.cif,26,Zn,3
2023[Zn][hmc]3[ASR]1.cif,27,Zn,3
2024[CeCu][nan]3[ASR]1.cif,2,Cu,4
2024[CeCu][nan]3[ASR]1.cif,3,Cu,4
2024[Co][nan]3[ASR]1.cif,4,Co,5
2024[Co][nan]3[ASR]1.cif,5,Co,5
2024[Co][nan]3[ASR]1.cif,6,Co,5
2024[Co][nan]3[ASR]1.cif,7,Co,5
2024[Co][nan]3[ASR]2.cif,4,Co,5
2024[Co][nan]3[ASR]2.cif,5,Co,5
2024[Co][nan]3[ASR]2.cif,6,Co,5
2024[Co][nan]3[ASR]2.cif,7,Co,5
2024[Co][pcu]3[ASR]1.cif,0,Co,5
2024[Co][pcu]3[ASR]1.cif,1,Co,5
2024[Co][pcu]3[ASR]1.cif,2,Co,5
2024[Co][pcu]3[ASR]1.cif,3,Co,5
2024[Co][sql]2[ASR]1.cif,0,Co,5
2024[Co][sql]2[ASR]1.cif,1,Co,5
2024[Co][sql]2[ASR]1.cif,2,Co,5
2024[Co][sql]2[ASR]1.cif,3,Co,5
2024[Co][sql]2[ASR]2.cif,0,Co,4
2024[Co][sql]2[ASR]2.cif,1,Co,4
2024[Co][sql]2[ASR]2.cif,2,Co,4
2024[Co][sql]2[ASR]2.cif,3,Co,4
2024[Cu][lvt]3[ASR]1.cif,0,Cu,4
2024[Cu][lvt]3[ASR]1.cif,1,Cu,4
2024[Cu][lvt]3[ASR]1.cif,2,Cu,4
2024[Cu][lvt]3[ASR]1.cif,3,Cu,4
2024[Cu][lvt]3[ASR]1.cif,4,Cu,4
2024[Cu][lvt]3[ASR]1.cif,5,Cu,4
2024[Cu][lvt]3[ASR]1.cif,6,Cu,4
2024[Cu][lvt]3[ASR]1.cif,7,Cu,4
2024[Cu][lvt]3[ASR]1.cif,8,Cu,4
2024[Cu][lvt]3[ASR]1.cif,9,Cu,4
2024[Cu][lvt]3[ASR]1.cif,10,Cu,4
2024[Cu][lvt]3[ASR]1.cif,11,Cu,4
2024[Cu][lvt]3[ASR]1.cif,12,Cu,4
2024[Cu][lvt]3[ASR]1.cif,13,Cu,4
2024[Cu][lvt]3[ASR]1.cif,14,Cu,4
2024[Cu][lvt]3[ASR]1.cif,15,Cu,4
2024[Cu][nan]3[ASR]1.cif,0,Cu,4
2024[Cu][nan]3[ASR]1.cif,1,Cu,4
2024[Cu][nan]3[ASR]1.cif,2,Cu,4
2024[Cu][nan]3[ASR]1.cif,3,Cu,4
2024[Cu][nan]3[ASR]1.cif,4,Cu,4
2024[Cu][nan]3[ASR]1.cif,5,Cu,4
2024[Cu][nan]3[ASR]1.cif,6,Cu,4
2024[Cu][nan]3[ASR]1.cif,7,Cu,4
2024[Cu][nan]3[ASR]1.cif,8,Cu,4
2024[Cu][nan]3[ASR]1.cif,9,Cu,4
2024[Cu][nan]3[ASR]1.cif,10,Cu,4
2024[Cu][nan]3[ASR]1.cif,11,Cu,4
2024[Cu][pcu]3[ASR]1.cif,0,Cu,5
2024[Cu][pcu]3[ASR]1.cif,1,Cu,5
2024[Cu][pcu]3[ASR]1.cif,2,Cu,5
2024[Cu][pcu]3[ASR]1.cif,3,Cu,5
2024[Cu][pcu]3[ASR]1.cif,4,Cu,5
2024[Cu][pcu]3[ASR]1.cif,5,Cu,5
2024[Cu][pcu]3[ASR]1.cif,6,Cu,5
2024[Cu][pcu]3[ASR]1.cif,7,Cu,5
2024[Cu][pcu]3[ASR]2.cif,0,Cu,5
2024[Cu][pcu]3[ASR]2.cif,1,Cu,5
2024[Cu][pcu]3[ASR]2.cif,2,Cu,5
2024[Cu][pcu]3[ASR]2.cif,3,Cu,5
2024[Cu][pcu]3[ASR]2.cif,4,Cu,5
2024[Cu][pcu]3[ASR]2.cif,5,Cu,5
2024[Cu][pcu]3[ASR]2.cif,6,Cu,5
2024[Cu][pcu]3[ASR]2.cif,7,Cu,5
2024[Cu][pcu]3[ASR]2.cif,8,Cu,5
2024[Cu][pcu]3[ASR]2.cif,9,Cu,5
2024[Cu][pcu]3[ASR]2.cif,10,Cu,5
2024[Cu][pcu]3[ASR]2.cif,11,Cu,5
2024[Cu][pcu]3[ASR]2.cif,12,Cu,5
2024[Cu][pcu]3[ASR]2.cif,13,Cu,5
2024[Cu][pcu]3[ASR]2.cif,14,Cu,5
2024[Cu][pcu]3[ASR]2.cif,15,Cu,5
2024[Cu][sql]2[ASR]1.cif,0,Cu,5
2024[Cu][sql]2[ASR]1.cif,1,Cu,5
2024[Cu][sql]2[ASR]1.cif,2,Cu,5
2024[Cu][sql]2[ASR]1.cif,3,Cu,5
2024[Cu][srs]3[ASR]1.cif,0,Cu,4
2024[Cu][srs]3[ASR]1.cif,1,Cu,4
2024[Cu][srs]3[ASR]1.cif,2,Cu,4
2024[Cu][srs]3[ASR]1.cif,3,Cu,4
2024[Mn][nan]3[ASR]1.cif,0,Mn,5
2024[Mn][nan]3[ASR]1.cif,1,Mn,5
2024[Mn][nan]3[ASR]1.cif,2,Mn,5
2024[Mn][nan]3[ASR]1.cif,3,Mn,5
2024[Mn][nan]3[ASR]1.cif,4,Mn,4
2024[Mn][nan]3[ASR]1.cif,5,Mn,4
2024[Mn][nan]3[ASR]1.cif,6,Mn,4
2024[Mn][nan]3[ASR]1.cif,7,Mn,4
2024[Ni][etb]3[ASR]1.cif,0,Ni,3
2024[Ni][etb]3[ASR]1.cif,1,Ni,3
2024[Ni][etb]3[ASR]1.cif,2,Ni,3
2024[Ni][etb]3[ASR]1.cif,3,Ni,3
2024[Ni][etb]3[ASR]1.cif,4,Ni,3
2024[Ni][etb]3[ASR]1.cif,5,Ni,3
2024[Ni][fes]2[ASR]1.cif,0,Ni,5
2024[Ni][fes]2[ASR]1.cif,1,Ni,5
2024[Ni][fes]2[ASR]1.cif,2,Ni,5
2024[Ni][fes]2[ASR]1.cif,3,Ni,5
2024[Ni][nan]3[ASR]1.cif,1,Ni,4
2024[Ni][nan]3[ASR]1.cif,2,Ni,4
2024[Ni][sql]2[ASR]3.cif,0,Ni,5
2024[Zn][fes]2[ASR]1.cif,0,Zn,3
2024[Zn][fes]2[ASR]1.cif,1,Zn,3
2024[Zn][fes]2[ASR]1.cif,2,Zn,3
2024[Zn][fes]2[ASR]1.cif,3,Zn,3
2024[Zn][lig]3[ASR]1.cif,0,Zn,3
2024[Zn][lig]3[ASR]1.cif,1,Zn,3
2024[Zn][lig]3[ASR]1.cif,2,Zn,3
2024[Zn][lig]3[ASR]1.cif,3,Zn,3
2024[Zn][lig]3[ASR]1.cif,4,Zn,3
2024[Zn][lig]3[ASR]1.cif,5,Zn,3
2024[Zn][lig]3[ASR]1.cif,6,Zn,3
2024[Zn][lig]3[ASR]1.cif,7,Zn,3
2024[Zn][pcu]3[ASR]1.cif,12,Zn,3
2024[Zn][pcu]3[ASR]1.cif,13,Zn,3
2024[Zn][pcu]3[ASR]1.cif,14,Zn,3
2024[Zn][pcu]3[ASR]1.cif,15,Zn,3
2024[Zn][pcu]3[ASR]1.cif,16,Zn,3
2024[Zn][pcu]3[ASR]1.cif,17,Zn,3
2024[Zn][pcu]3[ASR]1.cif,18,Zn,3
2024[Zn][pcu]3[ASR]1.cif,19,Zn,3
2024[Zn][srs]3[ASR]1.cif,0,Zn,3
2024[Zn][srs]3[ASR]1.cif,1,Zn,3
2024[Zn][srs]3[ASR]1.cif,2,Zn,3
2024[Zn][srs]3[ASR]1.cif,3,Zn,3
2024[Zn][srs]3[ASR]2.cif,0,Zn,3
2024[Zn][srs]3[ASR]2.cif,1,Zn,3
2024[Zn][srs]3[ASR]2.cif,2,Zn,3
2024[Zn][srs]3[ASR]2.cif,3,Zn,3
2024[Zr][flu]3[ASR]1.cif,4,Zr,6
2024[Zr][flu]3[ASR]1.cif,5,Zr,6
2024[Zr][flu]3[ASR]1.cif,6,Zr,6
2024[Zr][flu]3[ASR]1.cif,7,Zr,6
2024[Zr][flu]3[ASR]1.cif,8,Zr,6
2024[Zr][flu]3[ASR]1.cif,9,Zr,6
2024[Zr][flu]3[ASR]1.cif,10,Zr,6
2024[Zr][flu]3[ASR]1.cif,11,Zr,6
